Genotype,Envir,Management,Row,Position,Flowering_end,R,P,Flowering_end_spats_residuals,Flowering_end_spats_geno_pred_values,Flowering_end_spats_adj_pheno
I_CC003,ESP_2023_1,1,9,124,96,9,124,-1.6371590445176,97.5868293306961,95.9496702861785
I_CC003,ESP_2023_1,1,1,16,96,1,16,-0.998906651899091,97.5868293306961,96.587922678797
I_CC044,ESP_2023_1,1,9,15,101,9,15,-3.05840564218435,104.07585407949,101.017448437306
I_CC044,ESP_2023_1,1,5,120,111,5,120,6.44156956020356,104.07585407949,110.517423639694
I_CC048,ESP_2023_1,1,2,31,109,2,31,2.97387655895191,102.96486448186,105.938741040812
I_CC048,ESP_2023_1,1,9,100,101,9,100,-0.621268347878697,102.96486448186,102.343596133981
I_CC052,ESP_2023_1,1,7,100,96,7,100,-0.580166580752689,96.8857764246556,96.3056098439029
I_CC052,ESP_2023_1,1,3,41,95,3,41,-2.70619689948875,96.8857764246556,94.1795795251669
I_CC055,ESP_2023_1,1,4,91,101,4,91,0.517014601205446,100.986004540284,101.503019141489
I_CC057,ESP_2023_1,1,8,101,101,8,101,1.10270873396196,101.617411541865,102.720120275827
I_CC059,ESP_2023_1,1,6,103,101,6,103,0.431014070586542,100.893291750219,101.324305820805
I_CC070,ESP_2023_1,1,7,126,101,7,126,-0.547311530736977,100.148855945562,99.601544414825
I_CC070,ESP_2023_1,1,3,54,101,3,54,0.287785772165364,100.148855945562,100.436641717727
I_CC075,ESP_2023_1,1,9,4,101,9,4,0.591415158990543,100.96249816908,101.55391332807
I_CC075,ESP_2023_1,1,9,125,101,9,125,-0.0962051048712169,100.96249816908,100.866293064209
I_J012,ESP_2023_1,1,1,3,101,1,3,1.77507847248349,99.7092695578348,101.484348030318
I_J012,ESP_2023_1,1,9,87,96,9,87,-2.44236525918242,99.7092695578348,97.2669042986524
I_J030,ESP_2023_1,1,8,88,96,8,88,-2.02462470634273,100.0491920194,98.024567313057
I_J030,ESP_2023_1,1,6,37,101,6,37,1.67265053232042,100.0491920194,101.72184255172
I_J033,ESP_2023_1,1,4,50,96,4,50,-1.54998427586607,98.0279772650672,96.4779929892011
I_J033,ESP_2023_1,1,8,69,96,8,69,-0.676871899287946,98.0279772650672,97.3511053657793
I_J036,ESP_2023_1,1,5,88,103,5,88,1.02540054456375,101.529549039888,102.554949584451
I_J036,ESP_2023_1,1,1,38,101,1,38,-0.004193206324004,101.529549039888,101.525355833564
I_J046,ESP_2023_1,1,9,86,96,9,86,-2.22746796190866,99.4466565406066,97.219188578698
I_J046,ESP_2023_1,1,9,19,101,9,19,1.31658092530647,99.4466565406066,100.763237465913
I_J054,ESP_2023_1,1,4,13,101,4,13,1.42327652188348,99.3515483126474,100.774824834531
I_J054,ESP_2023_1,1,9,110,96,9,110,-2.42238610108194,99.3515483126474,96.9291622115655
I_J056,ESP_2023_1,1,4,68,96,4,68,-3.00267004722451,99.326908909629,96.3242388624045
I_J056,ESP_2023_1,1,9,37,103,9,37,1.98070491883773,99.326908909629,101.307613828467
I_J063,ESP_2023_1,1,3,62,101,3,62,1.41517208179891,99.547696493825,100.962868575624
I_J063,ESP_2023_1,1,7,85,96,7,85,-2.23233429807783,99.547696493825,97.3153621957472
I_J064,ESP_2023_1,1,8,79,96,8,79,-1.97485282862114,99.8775978195029,97.9027449908817
I_J064,ESP_2023_1,1,4,60,101,4,60,1.46370760352879,99.8775978195029,101.341305423032
I_J069,ESP_2023_1,1,6,11,101,6,11,-0.0572996518210545,100.366865607199,100.309565955378
I_M007,ESP_2023_1,1,5,11,103,5,11,0.387882255983726,100.793608698501,101.181490954485
I_M007,ESP_2023_1,1,9,70,101,9,70,-0.0493343417436307,100.793608698501,100.744274356757
I_M013,ESP_2023_1,1,2,27,110,2,27,3.18933542521461,103.866897457564,107.056232882778
I_M014,ESP_2023_1,1,2,101,93,2,101,-1.53499142446886,96.3716874219188,94.83669599745
I_M014,ESP_2023_1,1,7,39,93,7,39,-2.22824182735162,96.3716874219188,94.1434455945672
I_M024,ESP_2023_1,1,8,93,96,8,93,0.0379862986172412,97.9207396387432,97.9587259373604
I_M024,ESP_2023_1,1,4,46,95,4,46,-2.36431626546423,97.9207396387432,95.5564233732789
I_M026,ESP_2023_1,1,1,100,101,1,100,0.614000877342434,101.090560502833,101.704561380176
I_M029,ESP_2023_1,1,6,119,96,6,119,-0.168576064783494,96.0818364604838,95.9132603957003
I_M029,ESP_2023_1,1,3,38,93,3,38,-3.86352339704293,96.0818364604838,92.2183130634409
I_M047,ESP_2023_1,1,3,48,103,3,48,0.703318970682389,101.516074551994,102.219393522677
I_M047,ESP_2023_1,1,9,80,101,9,80,0.305389411288445,101.516074551994,101.821463963283
I_M048,ESP_2023_1,1,9,95,101,9,95,0.957111156089255,101.460450211811,102.4175613679
I_M052,ESP_2023_1,1,9,40,105,9,40,1.50556077588622,101.612576665257,103.118137441143
I_M052,ESP_2023_1,1,7,117,102,7,117,-0.407336881108563,101.612576665257,101.205239784148
I_M056,ESP_2023_1,1,7,92,93,7,92,-3.1761643311529,97.0045765122975,93.8284121811446
I_W002,ESP_2023_1,1,5,33,93,5,33,-3.94927585616611,96.368848518587,92.4195726624208
I_W002,ESP_2023_1,1,2,128,95,2,128,0.183409233127279,96.368848518587,96.5522577517142
I_W010,ESP_2023_1,1,2,71,101,2,71,2.45917326733699,98.5796454858397,101.038818753177
I_W010,ESP_2023_1,1,3,30,95,3,30,-4.17430112885921,98.5796454858397,94.4053443569805
I_W034,ESP_2023_1,1,5,58,93,5,58,-5.82425217224171,98.4990349336262,92.6747827613845
I_W034,ESP_2023_1,1,3,108,101,3,108,4.03434983506213,98.4990349336262,102.533384768688
I_W036,ESP_2023_1,1,3,13,101,3,13,-0.624568469158348,101.368928324866,100.744359855708
I_W036,ESP_2023_1,1,8,78,101,8,78,1.49678377824509,101.368928324866,102.865712103111
I_W037,ESP_2023_1,1,7,98,101,7,98,-2.82443147125849,104.25846563049,101.434034159232
I_W037,ESP_2023_1,1,3,20,111,3,20,6.37698615264623,104.25846563049,110.635451783136
I_W044,ESP_2023_1,1,6,71,101,6,71,1.99745467370411,100.148775267121,102.146229940825
I_W044,ESP_2023_1,1,7,51,96,7,51,-2.25705526972546,100.148775267121,97.8917199973951
I_W045,ESP_2023_1,1,6,36,101,6,36,2.31594463193034,99.3396548274301,101.65559945936
I_W045,ESP_2023_1,1,1,126,96,1,126,-3.32608662681687,99.3396548274301,96.0135682006132
I_W046,ESP_2023_1,1,3,88,101,3,88,0.610275069651067,101.866594574013,102.476869643664
I_W046,ESP_2023_1,1,5,64,103,5,64,0.723576238824577,101.866594574013,102.590170812837
I_W049,ESP_2023_1,1,4,104,101,4,104,0.108607072306526,101.040750067787,101.149357140093
I_W049,ESP_2023_1,1,9,59,103,9,59,0.459189566749259,101.040750067787,101.499939634536
I_W050,ESP_2023_1,1,2,73,101,2,73,0.202642131660554,101.020258554495,101.222900686156
I_W050,ESP_2023_1,1,4,29,101,4,29,0.346146547274429,101.020258554495,101.36640510177
JoPr_1990_102_054,ESP_2023_1,1,3,66,93,3,66,-2.36749257811715,95.6201768755896,93.2526842974724
JoPr_1990_102_054,ESP_2023_1,1,1,39,93,1,39,-2.09284304442077,95.6201768755896,93.5273338311688
JoPr_1990_102_097,ESP_2023_1,1,3,112,93,3,112,-3.45311004644275,98.000647845354,94.5475377989112
JoPr_1990_102_097,ESP_2023_1,1,2,4,101,2,4,1.20090305836202,98.000647845354,99.201550903716
JoPr_1990_102_108,ESP_2023_1,1,9,25,93,9,25,-5.70916699597561,98.0284461098976,92.319279113922
JoPr_1990_102_108,ESP_2023_1,1,1,117,101,1,117,3.48274572202715,98.0284461098976,101.511191831925
JoPr_1990_102_169,ESP_2023_1,1,2,22,101,2,22,0.256584300336641,98.0841864324075,98.3407707327442
JoPr_1990_102_169,ESP_2023_1,1,3,72,95,3,72,-2.43130076301414,98.0841864324075,95.6528856693934
JoPr_1990_102_179,ESP_2023_1,1,3,92,101,3,92,0.780979278239215,101.781836689837,102.562815968076
JoPr_1990_102_179,ESP_2023_1,1,6,46,101,6,46,0.474250482894576,101.781836689837,102.256087172731
JoPr_1990_102_202,ESP_2023_1,1,5,28,96,5,28,-2.47601926013881,97.5797276779154,95.1037084177766
JoPr_1990_102_202,ESP_2023_1,1,6,66,96,6,66,-0.166633940622958,97.5797276779154,97.4130937372925
JoPr_1990_102_232,ESP_2023_1,1,1,102,93,1,102,-2.07211468116094,95.8092721436803,93.7371574625193
JoPr_1990_102_232,ESP_2023_1,1,9,60,95,9,60,-2.21281587178551,95.8092721436803,93.5964562718948
JoPr_1990_102_242,ESP_2023_1,1,3,87,93,3,87,-5.0245599172182,99.4702815060627,94.4457215888445
JoPr_1990_102_242,ESP_2023_1,1,5,21,105,5,21,4.13558743591791,99.4702815060627,103.605868941981
JoPr_1990_102_246,ESP_2023_1,1,1,101,101,1,101,-2.70618844929005,104.428450821254,101.722262371964
JoPr_1990_102_246,ESP_2023_1,1,3,2,111,3,2,6.41642166233254,104.428450821254,110.844872483586
JoPr_1990_102_257,ESP_2023_1,1,7,91,95,7,91,-1.88562766676239,97.7820100913501,95.8963824245877
JoPr_1990_102_257,ESP_2023_1,1,7,40,96,7,40,-0.569388047541807,97.7820100913501,97.2126220438083
Modi,ESP_2023_1,1,6,45,95,6,45,-1.03002757686804,97.2367743402673,96.2067467633992
Modi,ESP_2023_1,1,2,67,101,2,67,3.42426500998951,97.2367743402673,100.661039350257
Modi,ESP_2023_1,1,2,62,93,2,62,-5.05407616507479,97.2367743402673,92.1826981751925
Modi,ESP_2023_1,1,9,39,105,9,39,5.93739680391062,97.2367743402673,103.174171144178
Modi,ESP_2023_1,1,9,57,94,9,57,-4.90936012131637,97.2367743402673,92.3274142189509
Modi,ESP_2023_1,1,8,90,96,8,90,0.771296435421903,97.2367743402673,98.0080707756892
Modi,ESP_2023_1,1,9,79,96,9,79,-0.502501772120311,97.2367743402673,96.734272568147
Modi,ESP_2023_1,1,4,108,96,4,108,-1.20696619928081,97.2367743402673,96.0298081409865
Modi,ESP_2023_1,1,7,56,96,7,56,0.854704710782571,97.2367743402673,98.0914790510499
Modi,ESP_2023_1,1,3,79,101,3,79,4.83255402895038,97.2367743402673,102.069328369218
Modi,ESP_2023_1,1,5,24,96,5,24,-2.41874005595993,97.2367743402673,94.8180342843074
Modi,ESP_2023_1,1,3,127,95,3,127,-0.536705817173157,97.2367743402673,96.7000685230941
Modi,ESP_2023_1,1,1,88,96,1,88,-0.85682642552878,97.2367743402673,96.3799479147385
Modi,ESP_2023_1,1,5,109,101,5,109,3.40081909115737,97.2367743402673,100.637593431425
Modi,ESP_2023_1,1,3,28,93,3,28,-4.77749109128001,97.2367743402673,92.4592832489873
Modi,ESP_2023_1,1,4,59,96,4,59,-0.889118114494892,97.2367743402673,96.3476562257724
NOVADI_0010,ESP_2023_1,1,1,98,101,1,98,0.604373556098352,101.057454963321,101.661828519419
NOVADI_0010,ESP_2023_1,1,3,63,101,3,63,-0.0210814295390236,101.057454963321,101.036373533782
NOVADI_0023,ESP_2023_1,1,8,84,101,8,84,1.55757607448648,101.455227078531,103.012803153018
NOVADI_0023,ESP_2023_1,1,4,17,101,4,17,-0.605309905083999,101.455227078531,100.849917173447
NOVADI_0042,ESP_2023_1,1,1,41,96,1,41,-1.87342599140091,98.4089923378012,96.5355663464003
NOVADI_0114,ESP_2023_1,1,7,82,96,7,82,-2.2941680404264,99.8119521324653,97.5177840920389
NOVADI_0114,ESP_2023_1,1,1,24,101,1,24,1.72212977226931,99.8119521324653,101.534081904735
NOVADI_0256,ESP_2023_1,1,5,115,110,5,115,2.42419689318621,107.109547678203,109.533744571389
NOVADI_0256,ESP_2023_1,1,4,18,111,4,18,3.77302600247656,107.109547678203,110.882573680679
NOVADI_0268,ESP_2023_1,1,4,16,111,4,16,5.00038209906508,105.819294598164,110.819676697229
NOVADI_0286,ESP_2023_1,1,6,57,101,6,57,1.02949358659868,101.551790597843,102.581284184442
NOVADI_0286,ESP_2023_1,1,7,96,101,7,96,0.0123450559595852,101.551790597843,101.564135653803
NOVADI_0296,ESP_2023_1,1,1,57,101,1,57,-0.0338593948642227,101.440667191581,101.406807796717
NOVADI_0296,ESP_2023_1,1,9,93,101,9,93,0.97261979011634,101.440667191581,102.413286981697
NOVADI_0329,ESP_2023_1,1,2,47,93,2,47,-6.72151403107031,97.3987085635065,90.6771945324362
NOVADI_0329,ESP_2023_1,1,6,99,101,6,99,3.91094721363857,97.3987085635065,101.309655777145
NOVADI_0330,ESP_2023_1,1,2,79,101,2,79,0.631932251068335,101.109891403188,101.741823654256
NOVADI_0347,ESP_2023_1,1,6,94,96,6,94,-1.22354246608982,97.4968637622832,96.2733212961933
NOVADI_0347,ESP_2023_1,1,4,21,96,4,21,-1.49597543379871,97.4968637622832,96.0008883284845
NOVADI_0356,ESP_2023_1,1,3,19,101,3,19,0.108404294636344,100.545502588741,100.653906883378
NOVADI_0371,ESP_2023_1,1,8,29,101,8,29,-0.685890393453576,101.169931465759,100.484041072306
NOVADI_0371,ESP_2023_1,1,2,91,101,2,91,1.37351590147058,101.169931465759,102.54344736723
NOVADI_0382,ESP_2023_1,1,3,100,95,3,100,-2.46337335994929,99.0264698251342,96.5630964651849
NOVADI_0382,ESP_2023_1,1,3,40,101,3,40,1.16272046186916,99.0264698251342,100.189190287003
NOVADI_0622,ESP_2023_1,1,3,18,95,3,18,-2.38452059815596,97.0553444738747,94.6708238757188
NOVADI_0622,ESP_2023_1,1,1,121,96,1,121,-0.744551291587143,97.0553444738747,96.3107931822876
NOVADI_0731,ESP_2023_1,1,2,45,101,2,45,-0.25979417577642,98.7492455561733,98.4894513803969
NOVADI_0731,ESP_2023_1,1,7,83,96,7,83,-1.29801239241078,98.7492455561733,97.4512331637625
NOVADI_0766,ESP_2023_1,1,6,81,93,6,81,-3.14709632730518,96.7084319411669,93.5613356138618
NOVADI_0766,ESP_2023_1,1,4,30,96,4,30,-0.303772176155846,96.7084319411669,96.4046597650111
NOVADI_0830,ESP_2023_1,1,7,97,95,7,97,-2.8228115185988,98.3216223073294,95.4988107887306
NOVADI_0830,ESP_2023_1,1,2,5,101,2,5,0.868340948823274,98.3216223073294,99.1899632561527
NOVADI_0980,ESP_2023_1,1,8,58,101,8,58,0.553311569677064,101.097698033077,101.651009602755
NOVADI_0980,ESP_2023_1,1,1,69,101,1,69,0.0673100920021312,101.097698033077,101.16500812508
NOVADI_1015,ESP_2023_1,1,8,27,101,8,27,-0.376879220257663,100.756085599946,100.379206379688
NOVADI_1015,ESP_2023_1,1,1,90,101,1,90,0.680620648964151,100.756085599946,101.43670624891
TeBr_012,ESP_2023_1,1,6,67,96,6,67,0.635764227813269,96.7291043952795,97.3648686230928
TeBr_012,ESP_2023_1,1,5,59,93,5,59,-4.06745693016156,96.7291043952795,92.661647465118
TeBr_021,ESP_2023_1,1,1,82,101,1,82,2.37975100029317,98.8565591572551,101.236310157548
TeBr_021,ESP_2023_1,1,7,5,96,7,5,-3.83801330248214,98.8565591572551,95.0185458547729
TeBr_022,ESP_2023_1,1,9,83,93,9,83,-1.31502159690395,95.362438070338,94.047416473434
TeBr_022,ESP_2023_1,1,9,29,93,9,29,-3.38439294880318,95.362438070338,91.9780451215348
TeBr_027,ESP_2023_1,1,2,120,93,2,120,-2.72110457369639,97.4951532500969,94.7740486764005
TeBr_043,ESP_2023_1,1,2,80,93,2,80,-1.6597301390742,95.4832076487395,93.8234775096653
TeBr_043,ESP_2023_1,1,3,24,93,3,24,-2.92765835480218,95.4832076487395,92.5555492939373
TeBr_071,ESP_2023_1,1,3,26,93,3,26,-5.51832305956896,98.0279372698547,92.5096142102858
TeBr_071,ESP_2023_1,1,4,67,101,4,67,3.29142978479227,98.0279372698547,101.319367054647
TeBr_084,ESP_2023_1,1,3,124,93,3,124,-1.14441687021504,95.8141768043492,94.6697599341341
TeBr_084,ESP_2023_1,1,6,20,93,6,20,-3.13596411174194,95.8141768043492,92.6782126926072
TeBr_180,ESP_2023_1,1,6,116,96,6,116,-0.776822395485993,96.8015774137382,96.0247550182522
TeBr_180,ESP_2023_1,1,5,5,96,5,5,-2.58764422037909,96.8015774137382,94.2139331933591
TeBr_248,ESP_2023_1,1,9,106,96,9,106,-0.809927024509705,97.9399348889956,97.1300078644859
TeBr_248,ESP_2023_1,1,4,31,96,4,31,-1.49859739786059,97.9399348889956,96.441337491135
101,ESP_2023_2,2,11,24,96,11,24,-1.74286721406638,98.2319901680852,96.4891229540189
1020,ESP_2023_2,2,12,51,101,12,51,0.394857518833376,100.615535192287,101.010392711121
1020,ESP_2023_2,2,11,110,101,11,110,0.487513524166118,100.615535192287,101.103048716453
1123,ESP_2023_2,2,12,28,101,12,28,0.749001028007712,100.494443921902,101.24344494991
118,ESP_2023_2,2,13,112,101,13,112,0.298475093348841,100.085395772867,100.383870866216
12_B057,ESP_2023_2,2,12,36,96,12,36,-2.43516370353542,98.8564036970669,96.4212399935314
12_B057,ESP_2023_2,2,13,118,101,13,118,1.38002601329498,98.8564036970669,100.236429710362
12_B061,ESP_2023_2,2,13,57,96,13,57,-2.86847253788038,98.9803019135563,96.111829375676
12_B061,ESP_2023_2,2,12,71,101,12,71,1.94979643515251,98.9803019135563,100.930098348709
12_B093,ESP_2023_2,2,13,68,101,13,68,0.49051394772593,100.259754520905,100.750268468631
12_E003,ESP_2023_2,2,12,15,93,12,15,-3.02594825569028,96.5273178471236,93.5013695914333
12_E003,ESP_2023_2,2,12,76,96,12,76,-0.594446316705628,96.5273178471236,95.932871530418
12_E035,ESP_2023_2,2,12,110,101,12,110,1.94611984169983,98.8265657571195,100.772685598819
12_E035,ESP_2023_2,2,13,54,96,13,54,-3.03412106112329,98.8265657571195,95.7924446959962
12_E043,ESP_2023_2,2,12,94,93,12,94,-2.63673335795374,95.5401559801068,92.903422622153
12_E043,ESP_2023_2,2,11,14,93,11,14,-2.07092202675958,95.5401559801068,93.4692339533472
12_F014,ESP_2023_2,2,12,31,101,12,31,0.615911644824735,100.686247216455,101.30215886128
12_F014,ESP_2023_2,2,12,69,101,12,69,0.344341674026381,100.686247216455,101.030588890481
12_I003,ESP_2023_2,2,13,24,96,13,24,-0.45537175749547,96.5487936842181,96.0934219267226
12_I003,ESP_2023_2,2,11,68,93,11,68,-3.14136931200021,96.5487936842181,93.4074243722179
12_I037,ESP_2023_2,2,12,70,101,12,70,0.274570215852847,100.71661037203,100.991180587883
12_I037,ESP_2023_2,2,11,48,101,11,48,0.71912510506337,100.71661037203,101.435735477094
12_I049,ESP_2023_2,2,12,22,96,12,22,-1.03288726211802,97.2812162002879,96.2483289381699
12_I049,ESP_2023_2,2,13,115,96,13,115,-1.75716310508344,97.2812162002879,95.5240530952045
12_I059,ESP_2023_2,2,11,33,93,11,33,-1.93373431446607,95.428906496995,93.495172182529
12_I059,ESP_2023_2,2,13,96,93,13,96,-2.89645133343868,95.428906496995,92.5324551635564
12_I064,ESP_2023_2,2,12,23,101,12,23,0.847308015712173,100.638063588961,101.485371604674
12_I064,ESP_2023_2,2,13,69,101,13,69,0.0598758200891041,100.638063588961,100.697939409051
12_J013,ESP_2023_2,2,13,117,96,13,117,-3.43287112662799,98.884283398949,95.451412272321
12_J013,ESP_2023_2,2,12,3,101,12,3,2.40844016071344,98.884283398949,101.292723559662
12_J027,ESP_2023_2,2,12,77,101,12,77,0.637515664498736,100.393222486953,101.030738151452
12_J031,ESP_2023_2,2,11,128,101,11,128,0.437514319173616,100.548167015591,100.985681334764
12_J031,ESP_2023_2,2,13,40,101,13,40,0.37065736405836,100.548167015591,100.918824379649
12_K024,ESP_2023_2,2,12,81,96,12,81,-2.98222349856476,98.9783674993506,95.9961440007858
12_K024,ESP_2023_2,2,13,9,101,13,9,2.0614168305963,98.9783674993506,101.039784329947
12_K049,ESP_2023_2,2,12,8,101,12,8,0.764696717627004,100.508694583835,101.273391301462
12_L001,ESP_2023_2,2,13,97,101,13,97,0.142533455688394,100.344594938489,100.487128394177
12_L001,ESP_2023_2,2,13,55,101,13,55,0.441423790873898,100.344594938489,100.786018729363
12_N046,ESP_2023_2,2,12,54,96,12,54,-1.94711245441307,98.0465488181297,96.0994363637166
12_N052,ESP_2023_2,2,13,101,101,13,101,1.59411980636442,98.8376419144679,100.431761720832
12_N052,ESP_2023_2,2,12,41,96,12,41,-2.66992173787136,98.8376419144679,96.1677201765966
12_N057,ESP_2023_2,2,13,32,101,13,32,0.650978791213163,100.405446127457,101.05642491867
12_N062,ESP_2023_2,2,13,26,101,13,26,0.603301418204339,100.362158184012,100.965459602216
12_N063,ESP_2023_2,2,12,44,101,12,44,0.534307261268225,100.52828232601,101.062589587278
12_N063,ESP_2023_2,2,12,104,101,12,104,0.251963410114726,100.52828232601,100.780245736125
12_O017,ESP_2023_2,2,11,109,101,11,109,0.548032826193605,100.577781063773,101.125813889966
12_O017,ESP_2023_2,2,13,42,101,13,42,0.292755791664959,100.577781063773,100.870536855438
12_O026,ESP_2023_2,2,12,92,101,12,92,0.0656021140412264,100.646165205712,100.711767319753
12_O026,ESP_2023_2,2,11,35,101,11,35,0.850504848456282,100.646165205712,101.496670054168
12_O061,ESP_2023_2,2,11,89,101,11,89,0.456309965488401,100.790638997217,101.246948962705
12_O061,ESP_2023_2,2,11,34,101,11,34,0.618920538100795,100.790638997217,101.409559535318
12_O063,ESP_2023_2,2,12,14,101,12,14,0.752479623477925,100.572313508179,101.324793131657
12_O063,ESP_2023_2,2,13,81,101,13,81,0.082287024595999,100.572313508179,100.654600532775
12_P018,ESP_2023_2,2,11,60,101,11,60,-3.08535615404767,104.523831943155,101.438475789107
12_P018,ESP_2023_2,2,11,116,113,11,116,8.27232813647261,104.523831943155,112.796160079628
12_P029,ESP_2023_2,2,13,99,101,13,99,-0.00382949363381613,100.460342522128,100.456513028495
12_P029,ESP_2023_2,2,12,26,101,12,26,0.715271214644091,100.460342522128,101.175613736772
12_P055,ESP_2023_2,2,13,58,101,13,58,0.359129296277246,100.349679565208,100.708808861485
12_P055,ESP_2023_2,2,13,91,101,13,91,0.230428161923541,100.349679565208,100.580107727131
1236,ESP_2023_2,2,11,17,101,11,17,0.886917645789723,100.619663210927,101.506580856716
13_139,ESP_2023_2,2,11,62,101,11,62,2.23381734355564,99.145099497492,101.378916841048
13_139,ESP_2023_2,2,11,113,96,11,113,-2.97098526513861,99.145099497492,96.1741142323534
135,ESP_2023_2,2,11,30,101,11,30,2.24322929929161,99.1051953496193,101.348424648911
135,ESP_2023_2,2,11,120,96,11,120,-3.02434767893062,99.1051953496193,96.0808476706887
1481,ESP_2023_2,2,12,95,93,12,95,-2.61462775803308,95.5641762713009,92.9495485132678
1481,ESP_2023_2,2,11,43,93,11,43,-2.0665716601479,95.5641762713009,93.497604611153
170,ESP_2023_2,2,12,129,108,12,129,0.986163710783941,106.542323426836,107.52848713762
170,ESP_2023_2,2,13,25,113,13,25,6.42397628848852,106.542323426836,112.966299715325
1870,ESP_2023_2,2,13,56,101,13,56,0.394315133629718,100.17241227528,100.56672740891
1887,ESP_2023_2,2,11,126,111,11,126,6.9166375140444,103.672281777323,110.588919291367
1887,ESP_2023_2,2,12,37,101,12,37,-2.66756351569494,103.672281777323,101.004718261628
