Genotype,Envir,Management,Row,Position,Fruit_weight_single,R,P,Fruit_weight_single_spats_residuals,Fruit_weight_single_spats_geno_pred_values,Fruit_weight_single_spats_adj_pheno
I_BB012,ITA_2019_3,3,17,38,130.5,17,38,-11.0706292564939,130.799570632707,119.728941376213
I_BB015,ITA_2019_3,3,15,42,136.8,15,42,15.5895147582286,119.844464123887,135.433978882116
I_BB015,ITA_2019_3,3,10,6,92.22222222,10,6,-31.4699554913561,119.844464123887,88.3745086325314
I_BB028,ITA_2019_3,3,17,19,192,17,19,8.44928558714454,175.017535059147,183.466820646291
I_BB028,ITA_2019_3,3,10,39,152.9,10,39,-2.67224990293616,175.017535059147,172.34528515621
I_BB031,ITA_2019_3,3,10,21,145.2,10,21,-1.13169726265767,157.417330602957,156.2856333403
I_BB039,ITA_2019_3,3,17,18,119.1,17,18,-19.7775205025665,130.333701528998,110.556181026431
I_BB039,ITA_2019_3,3,10,7,141.1,10,7,8.01449444087504,130.333701528998,138.348195969873
I_BB049,ITA_2019_3,3,10,20,123.7,10,20,5.34637162780722,128.552277946463,133.89864957427
I_BB049,ITA_2019_3,3,15,12,113,15,12,-17.8086725091533,128.552277946463,110.743605437309
I_J030,ITA_2019_3,3,16,39,210.1,16,39,4.46341728949309,198.478878614912,202.942295904405
I_J030,ITA_2019_3,3,11,8,210.1,11,8,10.5230657965861,198.478878614912,209.001944411498
I_J033,ITA_2019_3,3,10,26,80,10,26,-5.3950322180944,100.449248849284,95.0542166311897
I_J033,ITA_2019_3,3,16,10,86.8,16,10,-18.0987497755143,100.449248849284,82.3504990737698
I_J046,ITA_2019_3,3,11,42,153.8,11,42,-13.6613088738501,185.582382030233,171.921073156383
I_J046,ITA_2019_3,3,16,18,214,16,18,23.5854387880964,185.582382030233,209.16782081833
I_J063,ITA_2019_3,3,10,31,120.4,10,31,-8.53298764618191,146.92978440562,138.396796759438
I_J063,ITA_2019_3,3,15,33,155,15,33,3.28453957385648,146.92978440562,150.214323979477
I_W002,ITA_2019_3,3,17,22,150.4,17,22,-6.11770270246853,147.84588231284,141.728179610372
I_W002,ITA_2019_3,3,10,23,136.3,10,23,1.22885703191824,147.84588231284,149.074739344758
I_W010,ITA_2019_3,3,10,30,130.3,10,30,-20.5515716688679,168.359040460193,147.807468791325
I_W010,ITA_2019_3,3,11,51,199.2,11,51,47.356715065025,168.359040460193,215.715755525218
I_W010,ITA_2019_3,3,15,34,149.3,15,34,-23.6418137701267,168.359040460193,144.717226690066
I_W045,ITA_2019_3,3,15,37,109.6,15,37,-15.3420971255917,121.215910615333,105.873813489742
JoPr_1990_102_097,ITA_2019_3,3,12,17,140.1,12,17,6.32452250242966,136.146314867063,142.470837369493
JoPr_1990_102_097,ITA_2019_3,3,17,49,129.3,17,49,-15.8058822700708,136.146314867063,120.340432596993
JoPr_1990_102_108,ITA_2019_3,3,12,24,184.8,12,24,-2.79999450942222,192.923409255973,190.123414746551
JoPr_1990_102_108,ITA_2019_3,3,15,14,211.2,15,14,15.6057498493593,192.923409255973,208.529159105333
JoPr_1990_102_202,ITA_2019_3,3,12,28,77.8,12,28,-21.1557992145506,106.405330122499,85.2495309079489
JoPr_1990_102_242,ITA_2019_3,3,17,46,220,17,46,14.0339842862722,196.052359345775,210.086343632047
JoPr_1990_102_257,ITA_2019_3,3,10,46,104.8,10,46,-14.0529167477289,135.330169305775,121.277252558046
JoPr_1990_102_257,ITA_2019_3,3,15,30,144.7272727,15,30,4.25118958079176,135.330169305775,139.581358886566
Modi,ITA_2019_3,3,10,48,145.6,10,48,-0.507669829690173,161.1784092751,160.67073944541
Modi,ITA_2019_3,3,14,19,156.4,14,19,-6.86846225663967,161.1784092751,154.30994701846
Modi,ITA_2019_3,3,14,27,154.7,14,27,-8.51385234452653,161.1784092751,152.664556930574
Modi,ITA_2019_3,3,15,46,127.7647059,15,46,-31.7802747863008,161.1784092751,129.398134488799
Modi,ITA_2019_3,3,11,7,153.8461538,11,7,-9.04469050626741,161.1784092751,152.133718768833
Modi,ITA_2019_3,3,14,32,219.5,14,32,57.0596153179529,161.1784092751,218.238024593053
NOVADI_0010,ITA_2019_3,3,10,36,162,10,36,5.96927199649616,175.507262832124,181.47653482862
NOVADI_0023,ITA_2019_3,3,10,22,177.3,10,22,8.15860207687413,181.084646895611,189.243248972485
NOVADI_0042,ITA_2019_3,3,14,33,197.7,14,33,4.37311610675386,192.343250732781,196.716366839535
NOVADI_0042,ITA_2019_3,3,11,11,199.8,11,11,8.20490549784125,192.343250732781,200.548156230622
NOVADI_0114,ITA_2019_3,3,14,42,177.2,14,42,5.95070069012303,175.459951871968,181.410652562091
NOVADI_0256,ITA_2019_3,3,13,45,97.2,13,45,-13.9833545025187,124.677348212261,110.693993709743
NOVADI_0286,ITA_2019_3,3,10,35,126.2,10,35,-7.75904213400641,153.280618530326,145.521576396319
NOVADI_0286,ITA_2019_3,3,16,46,168.9333333,16,46,11.174239587737,153.280618530326,164.454858118063
NOVADI_0286,ITA_2019_3,3,15,4,150.2,15,4,-4.78791455116374,153.280618530326,148.492703979162
NOVADI_0286,ITA_2019_3,3,11,13,149.9,11,13,-1.38279306234375,153.280618530326,151.897825467982
NOVADI_0296,ITA_2019_3,3,11,48,122.7,11,48,-26.7907665240608,166.948495338402,140.157728814341
NOVADI_0296,ITA_2019_3,3,10,32,129,10,32,-19.5255617151317,166.948495338402,147.42293362327
NOVADI_0296,ITA_2019_3,3,17,32,226.1,17,32,48.9259665953159,166.948495338402,215.874461933718
NOVADI_0347,ITA_2019_3,3,13,42,138.2,13,42,1.13803754442782,147.723862387728,148.861899932156
NOVADI_0347,ITA_2019_3,3,15,5,142.8,15,5,-6.60243041943002,147.723862387728,141.121431968298
NOVADI_0347,ITA_2019_3,3,11,33,132.1,11,33,-0.511041861822378,147.723862387728,147.212820525905
NOVADI_0347,ITA_2019_3,3,15,47,146.2,15,47,1.03869172059828,147.723862387728,148.762554108326
NOVADI_0356,ITA_2019_3,3,16,31,184,16,31,4.55130603123925,171.894951994178,176.446258025418
NOVADI_0371,ITA_2019_3,3,14,21,197.1,14,21,9.76436076211368,185.175365321823,194.939726083936
NOVADI_0382,ITA_2019_3,3,16,47,160.3,16,47,-19.7858797336297,176.221348279338,156.435468545708
NOVADI_0382,ITA_2019_3,3,11,19,189,11,19,18.7109573369956,176.221348279338,194.932305616333
NOVADI_0382,ITA_2019_3,3,14,34,184.2,14,34,7.32449941278628,176.221348279338,183.545847692124
NOVADI_0622,ITA_2019_3,3,11,23,151.1,11,23,15.1210160533581,144.667835093502,159.78885114686
NOVADI_0622,ITA_2019_3,3,14,31,124.9,14,31,-21.2573631143383,144.667835093502,123.410471979163
NOVADI_0731,ITA_2019_3,3,13,33,111.9,13,33,-12.3980723479739,128.715902062197,116.317829714223
NOVADI_0766,ITA_2019_3,3,10,18,123.3,10,18,-7.50989237156919,139.169765097652,131.659872726083
NOVADI_0766,ITA_2019_3,3,13,47,113,13,47,-10.7865833210328,139.169765097652,128.38318177662
NOVADI_0766,ITA_2019_3,3,16,45,154.2,16,45,10.001932264128,139.169765097652,149.17169736178
NOVADI_0830,ITA_2019_3,3,10,33,307.7647059,10,33,46.8650579624208,279.69050452528,326.555562487701
NOVADI_0980,ITA_2019_3,3,13,43,177.2,13,43,8.03052771763205,180.758373622988,188.78890134062
NOVADI_1015,ITA_2019_3,3,11,24,179,11,24,14.7618030552331,173.620299561732,188.382102616965
NOVADI_1015,ITA_2019_3,3,16,48,199.6,16,48,22.7951822311249,173.620299561732,196.415481792857
NOVADI_1015,ITA_2019_3,3,13,48,125,13,48,-32.3284163509054,173.620299561732,141.291883210826
TeBr_027,ITA_2019_3,3,11,26,121.9,11,26,-28.1672553310149,160.827574483731,132.660319152716
TeBr_027,ITA_2019_3,3,17,1,182,17,1,11.1165287437362,160.827574483731,171.944103227467
TeBr_027,ITA_2019_3,3,18,14,194,18,14,17.2576765156006,160.827574483731,178.085250999332
TeBr_043,ITA_2019_3,3,16,30,254.6,16,30,24.4880917049338,222.684511636285,247.172603341219
1,ITA_2020_1,1,5,44,97.3,5,44,-11.3957781724041,112.947769004896,101.551990832492
1015,ITA_2020_1,1,2,55,188.4285714,2,55,6.2587372299156,171.864831549946,178.123568779861
1015,ITA_2020_1,1,9,95,164,9,95,-4.70403621145078,171.864831549946,167.160795338495
1020,ITA_2020_1,1,1,11,142.4,1,11,-5.46291029696704,139.938827987108,134.475917690141
1106.1,ITA_2020_1,1,7,31,216.3333333,7,31,9.59958371572085,208.46431563514,218.063899350861
1113,ITA_2020_1,1,8,84,179.7,8,84,5.4514831054735,189.592897867879,195.044380973353
112,ITA_2020_1,1,9,6,252.2222222,9,6,57.8241486675607,171.148161821291,228.972310488852
112,ITA_2020_1,1,2,38,120.3,2,38,-56.4269778450488,171.148161821291,114.721183976242
1123,ITA_2020_1,1,6,1,123.8,6,1,-19.6451614312158,151.349178170081,131.704016738865
1123,ITA_2020_1,1,2,131,175.5294118,2,131,16.6903446511668,151.349178170081,168.039522821248
1125,ITA_2020_1,1,2,123,160.6,2,123,-9.95501323636492,163.38982977022,153.434816533855
1125,ITA_2020_1,1,6,31,160.7,6,31,9.64683566839335,163.38982977022,173.036665438613
114,ITA_2020_1,1,4,27,180.3636364,4,27,2.60255321357187,176.631942666624,179.234495880196
118,ITA_2020_1,1,2,28,184.6153846,2,28,2.05152331818502,174.125080771228,176.176604089413
12_196,ITA_2020_1,1,7,24,154.8,7,24,-2.6061064877324,158.520351496547,155.914245008814
12_196,ITA_2020_1,1,3,19,156.6,3,19,1.22757553944066,158.520351496547,159.747927035987
12_197,ITA_2020_1,1,8,48,115.6,8,48,-3.54343364544386,128.550869349372,125.007435703928
12_197,ITA_2020_1,1,3,23,121.5,3,23,-4.42264831341168,128.550869349372,124.12822103596
12_204,ITA_2020_1,1,5,113,190.1,5,113,8.54453909316447,190.771478335099,199.316017428264
12_204,ITA_2020_1,1,4,56,188.75,4,56,-2.8339938220611,190.771478335099,187.937484513038
12_205,ITA_2020_1,1,8,79,184.9,8,79,12.4794920421467,188.060204166889,200.539696209036
12_205,ITA_2020_1,1,3,98,177.75,3,98,-7.36490824942277,188.060204166889,180.695295917466
12_B006,ITA_2020_1,1,5,29,147.4,5,29,2.08818735694877,144.297430134681,146.38561749163
12_B006,ITA_2020_1,1,6,97,116.6,6,97,-6.5930392583485,144.297430134681,137.704390876333
12_B020,ITA_2020_1,1,5,38,111.5,5,38,-50.8838993235156,166.518747776384,115.634848452868
12_B020,ITA_2020_1,1,7,40,215.2727273,7,40,51.263484956531,166.518747776384,217.782232732915
12_B023,ITA_2020_1,1,8,51,94.6,8,51,-3.31857349857552,108.141021033596,104.822447535021
12_B023,ITA_2020_1,1,1,19,107.2,1,19,-9.13376939190957,108.141021033596,99.0072516416865
12_B057,ITA_2020_1,1,6,88,217.2,6,88,12.9606819248168,223.755335410298,236.716017335115
12_B061,ITA_2020_1,1,8,25,105,8,25,-10.6080675886305,116.531388811359,105.923321222728
12_B064,ITA_2020_1,1,4,130,170.4,4,130,23.1529573749305,151.329615335012,174.482572709943
12_B064,ITA_2020_1,1,6,37,111.3,6,37,-26.1120742350837,151.329615335012,125.217541099928
12_B074,ITA_2020_1,1,6,90,207.4285714,6,90,33.4985580829132,193.369435963882,226.867994046795
12_B074,ITA_2020_1,1,4,35,168.8,4,35,-27.2169592874662,193.369435963882,166.152476676416
12_B081,ITA_2020_1,1,1,3,253.6,1,3,22.2326868568813,221.884737312034,244.117424168915
12_B081,ITA_2020_1,1,8,54,201.6,8,54,-9.68317854968197,221.884737312034,212.201558762352
12_B095,ITA_2020_1,1,7,86,125.6,7,86,-4.69524641067008,143.431247111986,138.736000701316
12_E003,ITA_2020_1,1,6,77,157.5,6,77,10.9228149407655,166.516716891533,177.439531832299
12_E003,ITA_2020_1,1,4,59,156.7,4,59,-10.5436757137799,166.516716891533,155.973041177754
12_E014,ITA_2020_1,1,2,88,173.4,2,88,7.91386436232438,154.405148446569,162.319012808893
12_E014,ITA_2020_1,1,8,50,134.4,8,50,-10.1969524823889,154.405148446569,144.20819596418
12_E015,ITA_2020_1,1,4,74,183.6,4,74,-19.1547260867373,204.320110565923,185.165384479186
12_E015,ITA_2020_1,1,7,17,233.3333333,7,17,27.8433777363771,204.320110565923,232.1634883023
12_E017,ITA_2020_1,1,4,113,123.7,4,113,-6.58734604734876,134.82330674216,128.235960694811
12_E025,ITA_2020_1,1,2,101,260.1538462,2,101,-9.30698955662717,261.909332907115,252.602343350488
12_E025,ITA_2020_1,1,8,41,286.4444444,8,41,30.654249652295,261.909332907115,292.56358255941
12_E034,ITA_2020_1,1,4,109,192.3,4,109,6.77807069023032,189.437986255023,196.216056945253
12_E034,ITA_2020_1,1,6,24,176,6,24,-1.36063849517353,189.437986255023,188.077347759849
12_E035,ITA_2020_1,1,3,43,191.3,3,43,-14.4077691935929,209.369032872783,194.96126367919
12_E035,ITA_2020_1,1,8,85,217.9,8,85,24.2062175718342,209.369032872783,233.575250444617
12_E039,ITA_2020_1,1,6,52,245.6,6,52,17.3273769579697,243.621229219451,260.94860617742
12_E043,ITA_2020_1,1,4,119,142.2,4,119,-5.10032728191706,152.030162622213,146.929835340296
12_E043,ITA_2020_1,1,6,57,137.9,6,57,2.29519676584178,152.030162622213,154.325359388055
12_F002,ITA_2020_1,1,6,38,208,6,38,10.875409590556,214.268572895154,225.14398248571
12_F007,ITA_2020_1,1,2,107,120,2,107,-9.2604969487613,122.662042550335,113.401545601574
12_F014,ITA_2020_1,1,8,52,73.4,8,52,-6.79325906998679,88.3865111648373,81.5932520948505
12_F014,ITA_2020_1,1,2,116,83.9,2,116,-10.0012957015732,88.3865111648373,78.385215463264
12_F019,ITA_2020_1,1,2,129,111.6,2,129,-10.7523322484744,115.875069468902,105.122737220427
12_F023,ITA_2020_1,1,2,96,152.6,2,96,-3.94986841779621,146.822278530871,142.872410113075
12_F040,ITA_2020_1,1,7,7,141.7,7,7,-3.04569936719699,143.022865064448,139.977165697251
12_F040,ITA_2020_1,1,3,83,140.6,3,83,-1.73931294455687,143.022865064448,141.283552119891
12_F045,ITA_2020_1,1,3,89,98.9,3,89,-11.4632336132112,112.640886428084,101.177652814873
12_F046,ITA_2020_1,1,6,109,115.1111111,6,109,-4.65949999079031,143.593872295562,138.934372304772
12_F052,ITA_2020_1,1,3,130,94.9,3,130,-11.7783824424591,111.207144632884,99.4287621904253
12_F054,ITA_2020_1,1,4,58,106.4,4,58,-2.00522265406461,107.798933504945,105.79371085088
12_F054,ITA_2020_1,1,7,10,98.3,7,10,-10.5223140296934,107.798933504945,97.2766194752513
12_I002,ITA_2020_1,1,4,78,210.3,4,78,8.3362072401963,202.716695818963,211.052903059159
12_I003,ITA_2020_1,1,5,124,331.3,5,124,45.165364137449,294.073482596215,339.238846733664
12_I003,ITA_2020_1,1,4,95,273.3333333,4,95,-16.7481461510229,294.073482596215,277.325336445192
12_I005,ITA_2020_1,1,5,35,311,5,35,17.2165020632639,293.429806519767,310.646308583031
12_I005,ITA_2020_1,1,7,26,304.1,7,26,11.0592303623819,293.429806519767,304.489036882149
12_I010,ITA_2020_1,1,5,34,216,5,34,9.07081982030712,206.058750942242,215.129570762549
12_I037,ITA_2020_1,1,4,96,249.2,4,96,-2.90577588399435,253.869951023651,250.964175139657
12_I037,ITA_2020_1,1,6,99,254,6,99,22.4859104087016,253.869951023651,276.355861432353
12_I049,ITA_2020_1,1,6,114,263,6,114,21.9952360927665,264.857242539344,286.852478632111
12_I056,ITA_2020_1,1,3,99,193.7,3,99,5.76315391000435,191.01081669647,196.773970606474
12_I059,ITA_2020_1,1,4,92,160.3333333,4,92,15.2184274397242,148.20916017006,163.427587609784
12_I059,ITA_2020_1,1,6,96,107.9,6,96,-18.8634472952763,148.20916017006,129.345712874783
12_I062,ITA_2020_1,1,3,31,178.1428571,3,31,5.22718634860647,173.499085632093,178.726271980699
12_I062,ITA_2020_1,1,8,38,161.6,8,38,-3.31326216847694,173.499085632093,170.185823463616
12_J001,ITA_2020_1,1,5,83,90.4,5,83,-10.4643440871989,105.066965001478,94.6026209142791
12_J001,ITA_2020_1,1,7,11,102.7,7,11,-2.66370286855718,105.066965001478,102.403262132921
12_J004,ITA_2020_1,1,5,127,172.3333333,5,127,3.30432228445281,179.824579142224,183.128901426677
12_J011,ITA_2020_1,1,2,77,107.7,2,77,-12.0030230118156,110.185162181127,98.1821391693114
12_J013,ITA_2020_1,1,3,51,131.9,3,51,-12.0060739809881,146.592996921678,134.58692294069
12_J013,ITA_2020_1,1,6,110,130.8,6,110,8.00580748527638,146.592996921678,154.598804406954
12_J015,ITA_2020_1,1,2,111,76.90909091,2,111,-17.327053144414,85.963956796295,68.636903651881
12_J019,ITA_2020_1,1,3,67,122.8,3,67,-7.39609796814251,131.143961229261,123.747863261118
12_J028,ITA_2020_1,1,8,80,141.2857143,8,80,-0.114650383224898,156.269621252974,156.15497086975
12_J028,ITA_2020_1,1,1,26,166.3,1,26,-1.75861051127455,156.269621252974,154.5110107417
12_J029,ITA_2020_1,1,8,63,159.2,8,63,8.38001672594436,161.442612952215,169.822629678159
12_J029,ITA_2020_1,1,2,99,161.3,2,99,-9.11620936785883,161.442612952215,152.326403584356
12_K001,ITA_2020_1,1,6,63,117.2,6,63,-5.54812230668451,139.551163466581,134.003041159896
12_K016,ITA_2020_1,1,5,101,135.6,5,101,-5.8527188229323,150.134617600283,144.28189877735
12_K016,ITA_2020_1,1,4,129,147.6,4,129,2.63093113996101,150.134617600283,152.765548740244
12_K018,ITA_2020_1,1,8,42,128.1333333,8,42,-5.44592830183024,140.016086075775,134.570157773945
12_K023,ITA_2020_1,1,8,105,193.3,8,105,-0.340549824055643,211.409299757994,211.068749933938
12_K023,ITA_2020_1,1,4,72,221.4,4,72,10.5874664846478,211.409299757994,221.996766242641
12_K024,ITA_2020_1,1,5,123,184.2,5,123,-8.02040728710773,201.411684594271,193.391277307163
12_K024,ITA_2020_1,1,3,59,216.6,3,59,16.0697617892493,201.411684594271,217.48144638352
12_K044,ITA_2020_1,1,6,42,86.9,6,42,-11.4075286256181,112.894311354662,101.486782729044
12_K049,ITA_2020_1,1,3,94,171.1428571,3,94,1.95276963220539,173.675809589239,175.628579221444
12_L012,ITA_2020_1,1,6,116,138.4,6,116,-0.0461353243653946,164.58196783928,164.535832514915
12_L013,ITA_2020_1,1,3,38,114,3,38,0.0443075233695538,118.272761630227,118.317069153596
12_L013,ITA_2020_1,1,5,112,100.7,5,112,-10.2696063268617,118.272761630227,108.003155303365
12_L018,ITA_2020_1,1,6,45,95.57142857,6,45,-9.73804424490015,120.489483257344,110.751439012444
12_L021,ITA_2020_1,1,4,67,125.5,4,67,-4.9253757885117,130.089175863621,125.163800075109
12_L021,ITA_2020_1,1,6,72,108.2857143,6,72,-2.70257311276397,130.089175863621,127.386602750857
12_N021,ITA_2020_1,1,8,83,186,8,83,19.2115496666781,180.993855484568,200.205405151246
12_N021,ITA_2020_1,1,1,12,174.25,1,12,-15.6502103435991,180.993855484568,165.343645140969
12_N034,ITA_2020_1,1,5,125,195.6,5,125,3.24185187742401,203.321095459302,206.562947336726
12_N034,ITA_2020_1,1,3,62,207.6,3,62,5.22720762368095,203.321095459302,208.548303082983
12_N039,ITA_2020_1,1,8,65,215.5,8,65,-14.6022873871044,239.062524055659,224.460236668554
12_N039,ITA_2020_1,1,2,106,278.6315789,2,106,30.9276215783316,239.062524055659,269.99014563399
12_N046,ITA_2020_1,1,6,44,169.5,6,44,-3.03633995825291,190.103173448535,187.066833490282
12_N046,ITA_2020_1,1,3,52,198.2857143,3,52,8.59998604340382,190.103173448535,198.703159491939
12_N052,ITA_2020_1,1,6,69,167.5,6,69,-5.55558056376046,191.013730108206,185.458149544445
12_N052,ITA_2020_1,1,3,55,201.9,3,55,11.3193748668262,191.013730108206,202.333104975032
12_N054,ITA_2020_1,1,8,82,116.9,8,82,-5.80878443697847,138.365304101278,132.5565196643
12_N062,ITA_2020_1,1,6,102,118.9,6,102,0.752053682450125,138.95594677521,139.70800045766
12_N062,ITA_2020_1,1,3,60,128.8,3,60,-6.43100975854998,138.95594677521,132.52493701666
12_N063,ITA_2020_1,1,1,45,123.3,1,45,-21.1822601326177,131.776109997872,110.593849865254
12_N063,ITA_2020_1,1,8,98,127.7894737,8,98,13.9251139234357,131.776109997872,145.701223921307
12_O010,ITA_2020_1,1,5,104,70,5,104,-15.4258728427473,94.6132088503567,79.1873360076093
12_O011,ITA_2020_1,1,2,109,192.2,2,109,-6.48095374510876,190.879627588236,184.398673843128
12_O011,ITA_2020_1,1,8,88,188.2,8,88,12.2152711560948,190.879627588236,203.094898744331
12_O017,ITA_2020_1,1,2,86,117.8,2,86,-11.8504211716464,120.692785855411,108.842364683764
12_O017,ITA_2020_1,1,8,86,106.1,8,86,2.15706459364573,120.692785855411,122.849850449057
12_O026,ITA_2020_1,1,3,76,84.5,3,76,-16.9262218537268,104.071403919102,87.145182065375
12_O026,ITA_2020_1,1,5,120,99.05263158,5,120,3.57934197379579,104.071403919102,107.650745892898
12_O056,ITA_2020_1,1,6,107,113.4,6,107,-25.7972203083907,164.190993348787,138.393773040396
12_O056,ITA_2020_1,1,3,61,188.8,3,61,25.665145414322,164.190993348787,189.856138763109
12_O061,ITA_2020_1,1,6,55,127.3,6,55,3.54183120551055,139.544789977016,143.086621182527
12_O061,ITA_2020_1,1,3,54,128.1,3,54,-9.09135446024709,139.544789977016,130.453435516769
12_O063,ITA_2020_1,1,4,68,158.4,4,68,-8.85036042895001,165.927880573339,157.077520144389
12_O063,ITA_2020_1,1,5,108,168.8,5,108,9.10006834764906,165.927880573339,175.027948920988
12_O072,ITA_2020_1,1,6,84,114.5,6,84,-11.9930897116448,146.644049731818,134.650960020173
12_O072,ITA_2020_1,1,3,80,152.9,3,80,8.00404506452458,146.644049731818,154.648094796342
12_O074,ITA_2020_1,1,3,25,173.2,3,25,7.57265489968677,165.601959448144,173.174614347831
12_O074,ITA_2020_1,1,7,79,146,7,79,-7.39458725915819,165.601959448144,158.207372188986
12_P001,ITA_2020_1,1,5,30,181.6,5,30,3.05430733393987,178.687158182006,181.741465515946
12_P002,ITA_2020_1,1,2,80,166.2,2,80,-1.53352752507755,157.815208244765,156.281680719687
